사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2022-03,8호선,2820,장지,419494,408696,2022-04-03 9:19
2022-03,8호선,2821,복정,236125,201927,2022-04-03 9:19
2022-03,8호선,2822,산성,133682,134313,2022-04-03 9:19
2022-03,8호선,2823,남한산성입구(성남법원.검찰청),361116,335331,2022-04-03 9:19
2022-03,8호선,2824,단대오거리,276229,263401,2022-04-03 9:19
2022-03,8호선,2825,신흥,106153,113846,2022-04-03 9:19
2022-03,8호선,2826,수진,135722,124802,2022-04-03 9:19
2022-03,8호선,2827,모란,120780,97500,2022-04-03 9:19
2022-03,8호선,2828,남위례,109447,115019,2022-04-03 9:19
2022-03,9호선,4101,개화,56737,43522,2022-04-03 9:19
2022-03,9호선,4102,김포공항,186217,285596,2022-04-03 9:19
2022-03,9호선,4103,공항시장,76750,82753,2022-04-03 9:19
2022-03,9호선,4104,신방화,168814,163856,2022-04-03 9:19
2022-03,9호선,4105,마곡나루(서울식물원),290530,285667,2022-04-03 9:19
2022-03,9호선,4106,양천향교,237219,240148,2022-04-03 9:19
2022-03,9호선,4107,가양,494459,479904,2022-04-03 9:19
2022-03,9호선,4108,증미,171188,168233,2022-04-03 9:19
2022-03,9호선,4109,등촌,272297,264781,2022-04-03 9:19
2022-03,9호선,4110,염창,413601,402109,2022-04-03 9:19
2022-03,9호선,4111,신목동,95034,83794,2022-04-03 9:19
2022-03,9호선,4112,선유도,195704,186571,2022-04-03 9:19
2022-03,9호선,4113,당산,436501,431249,2022-04-03 9:19
2022-03,9호선,4114,국회의사당,331581,340029,2022-04-03 9:19
2022-03,9호선,4115,여의도,602599,577701,2022-04-03 9:19
2022-03,9호선,4116,샛강,128548,132477,2022-04-03 9:19
2022-03,9호선,4117,노량진,643661,627736,2022-04-03 9:19
2022-03,9호선,4118,노들,108686,92816,2022-04-03 9:19
2022-03,9호선,4119,흑석(중앙대입구),221753,224626,2022-04-03 9:19
2022-03,9호선,4120,동작(현충원),53279,42806,2022-04-03 9:19
2022-03,9호선,4121,구반포,32386,33415,2022-04-03 9:19
2022-03,9호선,4122,신반포,82558,80279,2022-04-03 9:19
2022-03,9호선,4123,고속터미널,303495,390712,2022-04-03 9:19
2022-03,9호선,4124,사평,81755,80413,2022-04-03 9:19
2022-03,9호선,4125,신논현,759196,748866,2022-04-03 9:19
2022-03,공항철도 1호선,4201,서울역,195319,180011,2022-04-03 9:19
2022-03,공항철도 1호선,4202,공덕,53473,70957,2022-04-03 9:19
2022-03,공항철도 1호선,4203,홍대입구,256902,253353,2022-04-03 9:19
2022-03,공항철도 1호선,4204,디지털미디어시티,305760,280732,2022-04-03 9:19
2022-03,공항철도 1호선,4206,마곡나루(서울식물원),189701,187921,2022-04-03 9:19
2022-03,공항철도 1호선,4207,김포공항,309400,169106,2022-04-03 9:19
2022-03,공항철도 1호선,4208,계양,248988,237163,2022-04-03 9:19
2022-03,공항철도 1호선,4209,검암,158516,158108,2022-04-03 9:19
2022-03,공항철도 1호선,4210,청라국제도시,160905,152973,2022-04-03 9:19
2022-03,공항철도 1호선,4211,운서,176854,179227,2022-04-03 9:19
2022-03,공항철도 1호선,4212,공항화물청사,57646,61211,2022-04-03 9:19
2022-03,공항철도 1호선,4213,인천공항1터미널,101880,106555,2022-04-03 9:19
2022-03,공항철도 1호선,4215,인천공항2터미널,61411,58563,2022-04-03 9:19
2022-03,공항철도 1호선,4217,영종,78781,78856,2022-04-03 9:19
2022-03,9호선2~3단계,4126,언주,239307,244626,2022-04-03 9:19
2022-03,9호선2~3단계,4127,선정릉,215333,237250,2022-04-03 9:19
2022-03,9호선2~3단계,4128,삼성중앙,150071,158290,2022-04-03 9:19
2022-03,9호선2~3단계,4129,봉은사,377617,386998,2022-04-03 9:19
2022-03,9호선2~3단계,4130,종합운동장,99894,100417,2022-04-03 9:19
2022-03,9호선2~3단계,4131,삼전,170703,164952,2022-04-03 9:19
2022-03,9호선2~3단계,4132,석촌고분,147661,145185,2022-04-03 9:19
2022-03,9호선2~3단계,4133,석촌,207330,181908,2022-04-03 9:19
2022-03,9호선2~3단계,4134,송파나루,126734,134096,2022-04-03 9:19
2022-03,9호선2~3단계,4135,한성백제,61210,55300,2022-04-03 9:19
2022-03,9호선2~3단계,4136,올림픽공원(한국체대),149951,149590,2022-04-03 9:19
2022-03,9호선2~3단계,4137,둔촌오륜,28248,27034,2022-04-03 9:19
2022-03,9호선2~3단계,4138,중앙보훈병원,240619,214629,2022-04-03 9:19
2022-03,우이신설선,4701,북한산우이,76613,72021,2022-04-03 9:19
2022-03,우이신설선,4702,솔밭공원,61830,59427,2022-04-03 9:19
2022-03,우이신설선,4703,4.19민주묘지,88702,83991,2022-04-03 9:19
2022-03,우이신설선,4704,가오리,104235,102648,2022-04-03 9:19
2022-03,우이신설선,4705,화계,86316,81198,2022-04-03 9:19
2022-03,우이신설선,4706,삼양,51539,54105,2022-04-03 9:19
2022-03,우이신설선,4707,삼양사거리,62837,63114,2022-04-03 9:19
2022-03,우이신설선,4708,솔샘,141419,133171,2022-04-03 9:19
2022-03,우이신설선,4709,북한산보국문,155616,146763,2022-04-03 9:19
2022-03,우이신설선,4710,정릉,118660,106828,2022-04-03 9:19
2022-03,우이신설선,4711,성신여대입구(돈암),88629,97183,2022-04-03 9:19
2022-03,우이신설선,4712,보문,38702,38841,2022-04-03 9:19
2022-03,우이신설선,4713,신설동,54534,52595,2022-04-03 9:19
