사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-03,경원선,1908,녹양,222,5,4627 ,854,7762 ,1904 ,15844 ,4994 ,13142 ,8254 ,7745 ,4023 ,6809 ,2833 ,6662 ,4459 ,6741 ,4687 ,6063 ,4995 ,5198 ,3986 ,5564 ,5822 ,6297 ,7793 ,6846 ,9383 ,7476 ,12217 ,3583 ,11791 ,2501 ,7237 ,1975 ,5591 ,1349 ,5425 ,551,3084 ,28,1424 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1909,양주,1771 ,6,4426 ,1852 ,10130 ,6280 ,27610 ,10430 ,22108 ,11327 ,15178 ,7350 ,12412 ,6131 ,11488 ,7296 ,11494 ,7868 ,10531 ,7771 ,9193 ,7732 ,9672 ,9864 ,12569 ,12104 ,13559 ,16522 ,13619 ,20654 ,6340 ,17709 ,3880 ,13137 ,2883 ,9638 ,1744 ,9411 ,709,4586 ,55,2359 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1910,덕계,8,0,2177 ,946,6936 ,5169 ,12137 ,3134 ,10616 ,4538 ,5460 ,3101 ,4120 ,1777 ,4163 ,2005 ,3905 ,2339 ,3702 ,2858 ,3163 ,2555 ,3976 ,3572 ,5970 ,4229 ,4931 ,6817 ,4027 ,7849 ,1696 ,7896 ,1349 ,4428 ,835,3937 ,566,2824 ,271,2307 ,24,611,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1911,덕정,0,0,3103 ,1661 ,7340 ,5617 ,16805 ,9838 ,15501 ,17607 ,8594 ,9758 ,6830 ,5611 ,8197 ,5986 ,8999 ,8208 ,9488 ,6641 ,8876 ,4965 ,10604 ,6890 ,11548 ,7630 ,14157 ,11837 ,13211 ,12612 ,4933 ,12747 ,3353 ,7078 ,2711 ,7337 ,2009 ,5215 ,1135 ,3702 ,146,1004 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1912,지행,39,0,4342 ,907,9825 ,2317 ,21359 ,4972 ,20791 ,10638 ,12422 ,6101 ,9595 ,4593 ,9214 ,6024 ,8854 ,7411 ,8969 ,8763 ,8093 ,7360 ,7772 ,10486 ,8453 ,11983 ,9549 ,17024 ,10437 ,17101 ,5624 ,18548 ,4639 ,10035 ,3834 ,8979 ,3343 ,8171 ,1710 ,5963 ,81,1736 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1913,동두천중앙,37,1,2208 ,815,4810 ,1567 ,7566 ,4106 ,7923 ,8907 ,6109 ,3546 ,4954 ,3010 ,4886 ,4028 ,4616 ,4156 ,4946 ,4649 ,4608 ,3804 ,4950 ,4574 ,4603 ,4986 ,6065 ,5757 ,6364 ,5384 ,2476 ,6317 ,1602 ,3582 ,1077 ,3012 ,728,2887 ,332,2304 ,13,662,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1914,보산,38,0,1539 ,404,2153 ,885,4599 ,2647 ,3515 ,2625 ,2982 ,1733 ,2383 ,1152 ,2358 ,1405 ,2505 ,1472 ,2285 ,1824 ,2296 ,2020 ,2428 ,2149 ,2938 ,2626 ,3782 ,3085 ,2591 ,3248 ,1475 ,4167 ,1039 ,2522 ,710,1862 ,367,1518 ,129,1379 ,3,363,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1915,동두천,24,0,970,489,2688 ,2709 ,4937 ,7284 ,5326 ,6652 ,3688 ,7305 ,3863 ,3626 ,3629 ,3614 ,3303 ,2793 ,4085 ,4457 ,4081 ,3249 ,6072 ,3689 ,5168 ,3352 ,5996 ,3739 ,5504 ,4495 ,2357 ,3665 ,1245 ,3200 ,646,2451 ,418,1735 ,192,1664 ,1,319,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경원선,1916,소요산,88,0,531,437,987,785,2714 ,1983 ,3127 ,2981 ,3604 ,3022 ,3115 ,6607 ,3723 ,7931 ,5505 ,10147 ,7209 ,7070 ,9967 ,5408 ,10949 ,4303 ,9743 ,3376 ,6477 ,3026 ,3700 ,1797 ,1537 ,1335 ,894,1218 ,548,748,213,645,106,795,4,532,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1751,산본,457,2,7284 ,1736 ,19385 ,5252 ,49467 ,12372 ,46880 ,27339 ,22539 ,19162 ,18542 ,16769 ,19225 ,15842 ,20782 ,18406 ,19679 ,21282 ,18358 ,21172 ,20024 ,21730 ,21892 ,26926 ,23364 ,35846 ,26879 ,56835 ,16868 ,48042 ,13847 ,25439 ,13466 ,20464 ,10931 ,16337 ,3788 ,11339 ,47,1351 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1752,대야미,4,1,2422 ,882,6688 ,2842 ,16919 ,4615 ,18657 ,7580 ,9079 ,3737 ,6618 ,4259 ,6165 ,4482 ,6399 ,4714 ,6409 ,4418 ,6163 ,5110 ,6322 ,6889 ,7145 ,7843 ,7660 ,9159 ,9154 ,14262 ,4187 ,11269 ,2968 ,7263 ,2292 ,6182 ,1313 ,5680 ,533,3823 ,33,470,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1753,반월,7,0,2973 ,884,6516 ,2120 ,16109 ,4211 ,14814 ,6726 ,8713 ,3166 ,6367 ,2841 ,5691 ,3520 ,5549 ,4214 ,5532 ,4552 ,4872 ,4921 ,4417 ,6189 ,6593 ,7703 ,6311 ,8788 ,6941 ,13975 ,3181 ,10246 ,2259 ,7409 ,1461 ,6109 ,1075 ,5274 ,480,3282 ,62,294,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1754,상록수,321,17,12327 ,2441 ,28622 ,6887 ,63902 ,12357 ,58107 ,19152 ,29890 ,15594 ,21025 ,12901 ,19184 ,12369 ,21482 ,13537 ,19796 ,16592 ,16695 ,16255 ,17589 ,17879 ,20855 ,25712 ,24842 ,35694 ,20141 ,60519 ,12151 ,49205 ,8979 ,32274 ,8320 ,29157 ,5609 ,22400 ,2459 ,15705 ,115,2223 ,1,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1755,한대앞,72,5,6542 ,873,15267 ,3602 ,30022 ,7772 ,24319 ,25043 ,14868 ,15597 ,12413 ,15750 ,12705 ,9320 ,14115 ,12799 ,13340 ,11633 ,13074 ,11428 ,13717 ,11526 ,18792 ,15373 ,20999 ,20446 ,17612 ,30236 ,9743 ,22504 ,8083 ,14949 ,7422 ,12594 ,6284 ,10985 ,2334 ,7654 ,55,1460 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1756,중앙,151,7,7748 ,906,25214 ,8069 ,53063 ,13664 ,42207 ,33503 ,22620 ,26467 ,18401 ,16129 ,20486 ,16998 ,22948 ,21679 ,21150 ,24300 ,20138 ,23616 ,22270 ,24104 ,27499 ,29273 ,32163 ,41764 ,34455 ,62196 ,22419 ,49945 ,20258 ,26731 ,20661 ,23382 ,18871 ,18337 ,9721 ,13963 ,198,2949 ,1,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1757,고잔,164,4,4397 ,790,12843 ,4211 ,28257 ,11430 ,20513 ,25237 ,12270 ,12181 ,10637 ,8358 ,11027 ,7395 ,10747 ,8358 ,9753 ,10068 ,9765 ,9248 ,11813 ,9307 ,12870 ,9818 ,18183 ,15161 ,20552 ,22537 ,7470 ,17409 ,5906 ,10615 ,5901 ,9878 ,4200 ,8027 ,1796 ,6950 ,65,1554 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1758,초지,141,1,2760 ,426,8776 ,3621 ,19847 ,8947 ,14634 ,10534 ,7373 ,7836 ,5452 ,5195 ,5410 ,3643 ,5862 ,4701 ,5257 ,6247 ,4309 ,4374 ,5500 ,4926 ,6893 ,5782 ,9113 ,9114 ,9580 ,14865 ,4323 ,13211 ,3041 ,8247 ,2511 ,6964 ,1426 ,6062 ,449,4393 ,18,1130 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1759,안산,1073 ,5,9349 ,1557 ,11053 ,15119 ,19458 ,38735 ,19512 ,31354 ,14736 ,12734 ,11411 ,10318 ,11824 ,10581 ,12908 ,11273 ,13031 ,11628 ,13834 ,11524 ,14791 ,12278 ,18634 ,13804 ,38693 ,19921 ,41867 ,22631 ,19512 ,17287 ,16946 ,12396 ,9474 ,10989 ,3672 ,7849 ,1235 ,5127 ,48,1730 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1760,신길온천,4,1,1735 ,47,3050 ,1361 ,6517 ,3202 ,5166 ,2607 ,2844 ,1274 ,2423 ,1275 ,2079 ,1385 ,2253 ,1539 ,2094 ,1463 ,1773 ,1758 ,1989 ,2103 ,2278 ,2453 ,3277 ,3667 ,3285 ,5039 ,1705 ,3892 ,1043 ,2773 ,711,2186 ,366,1756 ,133,1599 ,7,299,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1761,정왕,164,2,5858 ,266,9054 ,11679 ,17594 ,23695 ,13599 ,35329 ,9062 ,24306 ,9375 ,15501 ,10272 ,11139 ,13052 ,12623 ,13652 ,12119 ,12547 ,11204 ,16653 ,10161 ,23382 ,10122 ,29827 ,15086 ,32356 ,19404 ,14607 ,14120 ,10605 ,10942 ,7618 ,9006 ,4187 ,7628 ,1273 ,5594 ,13,1069 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1762,오이도,147,0,5526 ,220,13264 ,6075 ,29754 ,11779 ,22458 ,13669 ,12982 ,7002 ,9518 ,6540 ,9418 ,8095 ,10172 ,9615 ,9344 ,9718 ,8606 ,9968 ,10077 ,11388 ,13152 ,12821 ,16437 ,17453 ,16077 ,24828 ,9129 ,20347 ,6998 ,13135 ,6277 ,10769 ,3742 ,9189 ,1146 ,7486 ,2,2349 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,안산선,1763,수리산,7,0,2981 ,475,8200 ,1654 ,17217 ,4219 ,16294 ,6814 ,8348 ,2874 ,5722 ,3426 ,5513 ,3189 ,5538 ,3144 ,5507 ,3184 ,4488 ,3383 ,4878 ,4282 ,4485 ,5403 ,4527 ,7054 ,4983 ,11144 ,2486 ,9481 ,1723 ,5671 ,1225 ,4617 ,812,4446 ,289,2877 ,7,378,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,과천선,1450,선바위,2,0,878,921,5186 ,7825 ,16983 ,16998 ,18673 ,23148 ,13088 ,13847 ,8843 ,6772 ,8027 ,6083 ,8809 ,6608 ,8991 ,6926 ,8779 ,6194 ,9269 ,7107 ,12849 ,8674 ,19855 ,11118 ,25993 ,15955 ,11863 ,12040 ,7198 ,7451 ,5676 ,7119 ,3011 ,6226 ,804,3202 ,5,113,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,과천선,1451,경마공원,1,0,270,388,688,1889 ,1873 ,3067 ,2355 ,8932 ,2017 ,21504 ,2105 ,29058 ,2248 ,11844 ,2794 ,9250 ,3184 ,7460 ,4484 ,4535 ,6368 ,2871 ,10494 ,2231 ,18850 ,1820 ,44597 ,2170 ,6059 ,1655 ,1377 ,938,606,869,255,697,90,476,2,14,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,과천선,1452,대공원,5,0,43,248,204,2888 ,636,3450 ,904,8954 ,1273 ,10559 ,1629 ,14218 ,2901 ,8434 ,5365 ,6830 ,6115 ,8067 ,7631 ,7008 ,9635 ,4053 ,11510 ,2327 ,11628 ,1447 ,10005 ,1149 ,3356 ,693,2927 ,421,1715 ,299,575,242,155,131,2,6,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,과천선,1453,과천,2,0,1965 ,279,8721 ,1648 ,24057 ,4438 ,21202 ,8786 ,12546 ,4459 ,9219 ,3946 ,8426 ,4335 ,8774 ,5521 ,8521 ,5773 ,8021 ,6291 ,7734 ,6963 ,8643 ,9026 ,8217 ,12534 ,7618 ,18893 ,3743 ,17169 ,2374 ,9341 ,1761 ,9084 ,1353 ,9175 ,387,5184 ,3,183,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,과천선,1454,정부과천청사,5,0,1671 ,866,6288 ,10848 ,19006 ,18266 ,16437 ,55334 ,11709 ,14932 ,9206 ,8990 ,9490 ,7827 ,10620 ,8761 ,10726 ,9639 ,11498 ,9738 ,12463 ,9190 ,18145 ,10934 ,27139 ,14499 ,43778 ,19571 ,12445 ,16267 ,9782 ,9166 ,8613 ,7867 ,4283 ,7165 ,1015 ,4121 ,10,147,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,과천선,1455,인덕원,101,1,6867 ,3326 ,24144 ,13912 ,68443 ,34188 ,61357 ,90557 ,35742 ,33162 ,26840 ,17685 ,24150 ,17165 ,26546 ,16908 ,25359 ,20670 ,22519 ,20851 ,23976 ,23936 ,31695 ,28614 ,48683 ,43743 ,73059 ,70885 ,26269 ,59495 ,19703 ,31870 ,18630 ,27778 ,12530 ,26619 ,3463 ,16263 ,18,639,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,과천선,1456,평촌,9,0,3489 ,2524 ,16484 ,7450 ,49873 ,30965 ,38819 ,79173 ,20911 ,29304 ,15749 ,14246 ,15158 ,11763 ,16529 ,12816 ,15516 ,15799 ,15423 ,13523 ,17622 ,13703 ,21694 ,17864 ,37685 ,22664 ,58363 ,40423 ,23081 ,35909 ,15867 ,18625 ,14319 ,14153 ,11486 ,13887 ,3482 ,7767 ,21,508,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,과천선,1457,범계,107,2,6148 ,2093 ,28508 ,10098 ,80913 ,21302 ,65244 ,55220 ,34559 ,37734 ,26814 ,26761 ,27487 ,23327 ,30373 ,26506 ,29515 ,32646 ,28912 ,29524 ,30950 ,32954 ,36771 ,38785 ,42209 ,52624 ,53903 ,86621 ,31244 ,65818 ,33152 ,32591 ,25623 ,26116 ,23716 ,24001 ,8620 ,13708 ,36,893,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1023,선릉,25,1,969,1312 ,1890 ,8516 ,4442 ,37285 ,5782 ,117588 ,4964 ,73414 ,6099 ,31278 ,7640 ,19861 ,9111 ,17492 ,9830 ,19384 ,11537 ,15665 ,15112 ,13492 ,22279 ,14507 ,38067 ,17457 ,69402 ,19782 ,29260 ,11455 ,17555 ,5470 ,16400 ,4566 ,15176 ,4211 ,4207 ,2953 ,71,598,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1024,한티,84,29,1926 ,1024 ,6129 ,8327 ,19022 ,26280 ,22479 ,45247 ,14135 ,37344 ,11459 ,21475 ,13297 ,16683 ,17175 ,19860 ,16932 ,24739 ,16867 ,17644 ,20284 ,17747 ,24160 ,22851 ,34906 ,30123 ,40237 ,31698 ,24254 ,21390 ,27191 ,11362 ,21372 ,10362 ,26915 ,9738 ,3542 ,5366 ,60,303,2,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1025,도곡,115,2,1288 ,1081 ,3032 ,6268 ,7893 ,13129 ,11470 ,22231 ,8423 ,15621 ,6886 ,7522 ,7449 ,6574 ,8680 ,7325 ,8969 ,7870 ,8958 ,7177 ,11767 ,7124 ,13844 ,7945 ,17663 ,9609 ,19472 ,12380 ,9753 ,9667 ,7070 ,5887 ,5967 ,5029 ,4915 ,5177 ,943,3157 ,30,385,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1026,구룡,2,0,244,1167 ,1332 ,5548 ,2995 ,10502 ,4196 ,5166 ,3455 ,2007 ,2610 ,1637 ,2496 ,1321 ,2648 ,1795 ,3103 ,1980 ,2506 ,1835 ,3662 ,2267 ,9714 ,2375 ,6619 ,3125 ,4411 ,3785 ,1984 ,3133 ,1117 ,1904 ,2499 ,1702 ,671,1821 ,152,1281 ,3,28,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1027,개포동,4,0,708,1025 ,2534 ,7561 ,7864 ,5249 ,8441 ,8364 ,5457 ,5990 ,4099 ,4316 ,3885 ,3537 ,4863 ,4242 ,4703 ,5030 ,4847 ,4334 ,5401 ,4789 ,8593 ,5051 ,9129 ,6774 ,7590 ,8726 ,4584 ,7249 ,3062 ,3983 ,3178 ,3656 ,2997 ,3703 ,950,2335 ,8,57,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1028,대모산입구,6,0,1609 ,839,4279 ,4255 ,13032 ,5366 ,14315 ,8087 ,8666 ,4780 ,6476 ,3428 ,5348 ,3766 ,6199 ,4270 ,5944 ,4764 ,5305 ,4378 ,5521 ,5526 ,7450 ,6156 ,8527 ,7919 ,7670 ,10494 ,3599 ,9481 ,2029 ,5614 ,1593 ,5049 ,1341 ,5510 ,332,3159 ,5,104,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1030,수서,32,0,3027 ,3104 ,5229 ,10380 ,20912 ,22658 ,32805 ,38717 ,20435 ,21147 ,18206 ,15964 ,15677 ,11626 ,19689 ,15515 ,17395 ,15135 ,13691 ,15267 ,20542 ,17374 ,24002 ,20499 ,29471 ,24467 ,34718 ,34233 ,16074 ,24680 ,16409 ,15535 ,11057 ,14430 ,11198 ,12563 ,3561 ,5745 ,5,445,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1031,복정,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1846,수원,431,3,3991 ,757,7897 ,3800 ,21984 ,7837 ,22463 ,12398 ,10615 ,10259 ,6894 ,7355 ,7593 ,7725 ,9347 ,8633 ,8972 ,9778 ,8795 ,9123 ,10112 ,8525 ,12647 ,11162 ,15433 ,17272 ,18159 ,23285 ,12744 ,15237 ,12445 ,7932 ,10554 ,6961 ,10004 ,5115 ,4377 ,3854 ,74,597,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1847,서울숲,107,1,2421 ,448,4187 ,4220 ,11645 ,15676 ,18559 ,36806 ,12172 ,23755 ,6794 ,15538 ,7014 ,11925 ,8213 ,12934 ,9420 ,15522 ,10761 ,14266 ,13704 ,14526 ,17944 ,14589 ,29466 ,15637 ,41294 ,21529 ,20209 ,13995 ,14231 ,7500 ,12234 ,6263 ,8292 ,5989 ,2198 ,3507 ,45,607,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1848,압구정로데오,44,1,1006 ,849,2931 ,11280 ,4570 ,22646 ,6769 ,63671 ,6014 ,95153 ,7519 ,47241 ,10833 ,34265 ,14558 ,30982 ,17281 ,31802 ,22335 ,28972 ,29152 ,27556 ,38998 ,29544 ,52034 ,32335 ,78182 ,37515 ,60210 ,19695 ,49503 ,6977 ,37153 ,4201 ,31099 ,3467 ,13532 ,2268 ,114,374,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1849,강남구청,17,0,1125 ,567,2543 ,4361 ,6325 ,13665 ,9257 ,52110 ,7909 ,41189 ,7454 ,17440 ,8345 ,13185 ,9352 ,12710 ,10379 ,13802 ,11342 ,11986 ,12769 ,11822 ,15886 ,12514 ,23726 ,14544 ,44175 ,17507 ,23180 ,10726 ,12856 ,5909 ,12219 ,4904 ,9453 ,4766 ,2769 ,3171 ,65,592,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1850,선정릉,9,1,761,1007 ,1814 ,5636 ,4065 ,12176 ,6487 ,47855 ,5318 ,35083 ,4791 ,13029 ,5469 ,7572 ,6516 ,7140 ,7141 ,7631 ,8066 ,6985 ,9229 ,6137 ,11799 ,6743 ,21561 ,7542 ,41421 ,8778 ,19888 ,5853 ,9936 ,3492 ,7916 ,2938 ,6592 ,3047 ,1929 ,2196 ,15,370,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1851,가천대,23,0,4410 ,478,6127 ,3047 ,15619 ,5263 ,22525 ,23007 ,13607 ,17117 ,8659 ,12880 ,9280 ,8310 ,12605 ,13332 ,11417 ,11617 ,11963 ,10370 ,13185 ,10423 ,17324 ,12240 ,21248 ,16312 ,15408 ,22089 ,9104 ,18358 ,5828 ,13252 ,5801 ,13584 ,5190 ,13182 ,2418 ,10204 ,13,356,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1852,태평,182,3,13694 ,1360 ,18701 ,4893 ,38395 ,7217 ,56448 ,15991 ,36384 ,11047 ,20714 ,10135 ,16609 ,11619 ,17476 ,12889 ,17517 ,13946 ,15592 ,15565 ,14804 ,21283 ,15337 ,24937 ,17452 ,31149 ,16683 ,42378 ,9284 ,30764 ,7006 ,22270 ,5088 ,23874 ,3935 ,18345 ,1484 ,11813 ,19,388,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1853,모란,337,10,14228 ,2761 ,19947 ,9835 ,47533 ,21315 ,60679 ,34905 ,41030 ,25855 ,26989 ,23450 ,27019 ,27587 ,30084 ,29362 ,30425 ,32909 ,34912 ,31238 ,30574 ,35291 ,32993 ,37214 ,34687 ,42307 ,37798 ,58318 ,20426 ,42509 ,14464 ,29431 ,13051 ,25991 ,11670 ,21318 ,7066 ,14874 ,45,832,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1854,야탑,77,0,6303 ,2544 ,16657 ,12445 ,46995 ,35222 ,55333 ,86285 ,37212 ,46939 ,29111 ,30501 ,30690 ,26597 ,32306 ,31254 ,30472 ,34352 ,32236 ,31315 ,36897 ,33957 ,41100 ,36030 ,57194 ,47644 ,79575 ,63320 ,34432 ,48167 ,25365 ,29622 ,22168 ,22496 ,15671 ,22370 ,5902 ,13898 ,67,1179 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1855,서현,221,6,3750 ,2659 ,11578 ,11351 ,29109 ,34794 ,35174 ,71637 ,25509 ,53556 ,21617 ,33743 ,23484 ,27835 ,27193 ,31761 ,28292 ,32745 ,32221 ,34316 ,36410 ,31268 ,42755 ,37907 ,57332 ,47309 ,76728 ,55605 ,42496 ,40894 ,40441 ,22711 ,33815 ,16729 ,25770 ,14744 ,11205 ,9348 ,116,872,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1856,수내,105,0,2206 ,1919 ,6051 ,7835 ,15536 ,15359 ,20082 ,49244 ,13059 ,33427 ,10542 ,19028 ,11683 ,13545 ,14055 ,14381 ,15231 ,15332 ,17131 ,14941 ,19121 ,14416 ,20744 ,16109 ,32250 ,20467 ,43313 ,25113 ,23339 ,18458 ,21647 ,10705 ,14215 ,8910 ,12480 ,8643 ,3182 ,4962 ,67,608,2,2,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1857,정자,280,14,2771 ,897,8662 ,9880 ,23506 ,31759 ,28860 ,64245 ,19316 ,35056 ,13594 ,17486 ,15382 ,14363 ,16565 ,14908 ,16863 ,17016 ,17891 ,16066 ,19835 ,16696 ,23661 ,22058 ,42610 ,31917 ,50477 ,41649 ,27203 ,30887 ,20488 ,17833 ,23420 ,14873 ,20759 ,14529 ,8496 ,8648 ,607,1609 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1858,미금,536,14,3139 ,697,10629 ,10014 ,24332 ,19596 ,29121 ,41273 ,20393 ,29450 ,18662 ,18491 ,20420 ,17338 ,21460 ,19701 ,21610 ,22262 ,22522 ,21819 ,27289 ,20761 ,29921 ,24290 ,32001 ,29838 ,35199 ,37600 ,17608 ,29095 ,14575 ,18772 ,14637 ,15591 ,11076 ,14265 ,3884 ,9337 ,105,1258 ,1,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1859,오리,589,2,3514 ,533,11815 ,6712 ,27448 ,12513 ,30498 ,29908 ,18446 ,15260 ,13285 ,8680 ,13455 ,8977 ,14202 ,10534 ,13932 ,9955 ,13538 ,10768 ,14390 ,11394 ,16448 ,12461 ,22779 ,16463 ,29879 ,21714 ,12189 ,19451 ,9290 ,12013 ,8287 ,9815 ,5351 ,9334 ,1937 ,6247 ,54,1015 ,1,1,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1860,이매,54,2,2224 ,768,5154 ,3820 ,12459 ,8984 ,13776 ,15181 ,8891 ,6593 ,6635 ,4713 ,6804 ,4971 ,6873 ,5777 ,7071 ,6008 ,6806 ,6000 ,7235 ,6870 ,10697 ,7862 ,15544 ,10533 ,12748 ,13116 ,5719 ,10477 ,3787 ,6492 ,4514 ,5717 ,3835 ,6426 ,784,3876 ,26,415,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1861,보정,23,0,867,122,2917 ,1189 ,7385 ,2609 ,8356 ,5831 ,5093 ,1711 ,3380 ,1191 ,3223 ,1709 ,2913 ,2028 ,3096 ,1977 ,3014 ,2171 ,3179 ,3004 ,3476 ,3418 ,5225 ,4375 ,3335 ,6011 ,1507 ,5435 ,1259 ,3224 ,1195 ,2754 ,909,2966 ,312,2054 ,4,97,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1862,죽전,1279 ,8,4087 ,675,12212 ,6816 ,35899 ,14436 ,33612 ,25116 ,19162 ,24348 ,14275 ,18475 ,14019 ,16764 ,17172 ,18785 ,16963 ,18256 ,16993 ,18558 ,19039 ,19017 ,23235 ,21579 ,28213 ,28504 ,28790 ,40447 ,18099 ,35509 ,21632 ,20948 ,11318 ,17581 ,8559 ,17261 ,2854 ,13436 ,4,5325 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1863,구성,25,0,2029 ,329,6774 ,2134 ,19164 ,4202 ,18918 ,7439 ,10137 ,3163 ,6962 ,3059 ,6142 ,3497 ,5899 ,4238 ,5603 ,4331 ,5140 ,4922 ,5055 ,6043 ,5816 ,7357 ,7326 ,12433 ,6424 ,18247 ,2899 ,15353 ,2181 ,9645 ,1944 ,7175 ,1395 ,7872 ,477,5031 ,9,333,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1864,신갈,16,0,2403 ,255,7236 ,1126 ,16621 ,2149 ,16947 ,5884 ,8764 ,2931 ,6455 ,2615 ,5895 ,3035 ,5523 ,4105 ,5462 ,4737 ,4997 ,4867 ,4979 ,5760 ,5593 ,6249 ,4829 ,10021 ,4451 ,15490 ,2012 ,12997 ,1369 ,7884 ,1239 ,6032 ,982,6876 ,427,4174 ,9,207,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,분당선,1865,기흥,130,1,4836 ,482,12160 ,3486 ,30995 ,8822 ,31275 ,17686 ,15861 ,8310 ,10871 ,6132 ,10380 ,6958 ,11096 ,7234 ,10601 ,9577 ,10028 ,9248 ,10414 ,10089 ,12262 ,12224 ,16610 ,19000 ,19689 ,32448 ,10216 ,24731 ,7251 ,14754 ,6976 ,12571 ,4853 ,12901 ,2065 ,8478 ,47,805,0,0,0,0,0,0,2022-04-03 09:20:04
